id,Latitude,Longitude,ToNde,Velocity,Capacity,Distance
26848789,52.45865090354814,13.315545564188769,26583824+26729625+26917671+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,563.3963416994352+865.2493089504736+318.352859323657+,
26848801,52.464658723288885,13.315175510209562,26583824+412820503+,8.333333333333334+8.333333333333334+,4000.0+2881.2+,349.47981931637224+30.0+,
26848809,52.462980839780485,13.326761638305568,421409699+,8.333333333333334+,4000.0+,30.0+,
26848813,52.463176617635916,13.326745943481198,130097525+421409699+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,30.0+30.0+,
26848821,52.46389413211609,13.327370383392893,26848813+421409710+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,90.43073021374063+30.0+,
26848933,52.46558982673667,13.329358082028834,267365284+26848935+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+413.923634424276+,
26848935,52.4687563465369,13.332551766041638,267365408+26852172+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+85.62874026299198+,
26848941,52.468823939944045,13.332381686918517,267365284+26848935+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,414.2893765398655+30.0+,
26848948,52.46881336686216,13.328359253086541,26848977+447911495+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+252.25750367963792+,
26848969,52.466137372144125,13.328166329575254,29000041+663977268+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+138.79875583626722+,
26848973,52.46694837990235,13.328181041773089,26627418+26848969+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+90.26079682912817+,
26848977,52.46881296795041,13.328196171986777,26848948+26848973+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+207.508469243322+,
26848984,52.46345125448578,13.331742168997986,27374464+,16.666666666666668+,6000.0+,203.70050281597798+,
26848988,52.46043422303914,13.327715284106635,26583825+26907678+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,481.60133761436475+30.0+,
26849000,52.461526615274245,13.325157699307422,26849003+26907788+26907809+,8.333333333333334+8.333333333333334+8.333333333333334+,4000.0+4000.0+1000.0+,30.0+44.12329261546235+108.47707215978495+,
26849003,52.46147052061886,13.325318579696301,26848809+26849000+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,194.60989417509262+30.0+,
26849033,52.46016894896622,13.328374403156031,26848984+26848988+,10.0+8.333333333333334+,3000.0+4000.0+,431.17101186644175+53.657257546134886+,
26849055,52.47071834327689,13.329476356231915,21487264+26849072+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,67.16437631899447+238.80997762921012+,
26849059,52.47122438913926,13.328951125804265,21487264+26849055+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+67.67149776520111+,
26849060,52.471331377509,13.328868937167837,26849059+26849062+26849076+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+2000.0+,30.0+41.818027326891965+30.0+,
26849062,52.47116539989732,13.328316898326124,26849074+26849090+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+59.36101259855806+,
26849072,52.469168903791484,13.331905748009712,26848941+26849055+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,50.201186494848706+238.80997762921012+,
26849074,52.4710664118239,13.32821060895204,26848977+447911495+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,250.78284202428725+30.0+,
26849076,52.471393969061786,13.329077814023462,26627363+26849060+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,213.77259134971865+30.0+,
26849078,52.4732781599661,13.328298836651316,26627363+26849060+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+220.708661769453+,
26849090,52.471430474504984,13.327578088530604,26646259+26849074+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,512.1534592918705+59.205558552556596+,
268517878,52.49486352014824,13.389098954433804,270654819+,8.333333333333334+,1437.6+,206.50886860408667+,
268517884,52.495032700180765,13.389216643665131,268517878+,8.333333333333334+,2875.2+,30.0+,
26852168,52.477144020596896,13.3283218002944,26852170+26852217+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+141.3860144603+,
26852170,52.47700953583157,13.32832879717621,26852192+26852209+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+68.82021230457946+,
26852172,52.468378282479755,13.333649032349474,267365408+370014850+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,86.68764779024454+78.18841369559843+,
26852177,52.47707303875603,13.34239126764915,26852208+27376137+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+60.77666946393575+,
26852178,52.47311811990047,13.337411977270056,619470120+619470643+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,53.17939299529621+30.0+,
26852180,52.474553414730686,13.32835285225938,271246005+,8.333333333333334+,1000.0+,122.65425067996115+,
26852192,52.477127420427045,13.328643262734856,26751256+26852168+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,155.41829285847825+30.0+,
26852194,52.47639700340043,13.328645249976006,26852192+26852209+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,81.28674846189172+30.0+,
26852208,52.47716622733144,13.34252235404457,26751274+,8.333333333333334+,2000.0+,158.08974049155745+,
26852209,52.47639120608938,13.328327786687156,26852180+,8.333333333333334+,1000.0+,204.58579968739718+,
26852217,52.47646450903999,13.326564392413962,264645194+265947401+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,134.8569348007962+30.0+,
26852226,52.47455311318359,13.328600123583467,26852194+26944215+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,205.26130856506697+689.4483441662337+,
26857732,52.412948025762645,13.421118152348255,26721498+26723196+29769526+,8.333333333333334+3.0+8.333333333333334+,1000.0+600.0+1000.0+,1998.9075955548165+673.5213477835503+322.40578665849074+,
26858261,52.52211955764633,13.368070059944712,21487156+26859119+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+55.16297054326551+,
26858358,52.52213625670781,13.367919577694785,26858261+,8.333333333333334+,2000.0+,30.0+,
26859119,52.52252160895163,13.368545311670097,21487156+26754565+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,50.18866197736581+168.09968860221406+,
26865338,52.47786190904927,13.333011568803128,26751255+,16.666666666666668+,12000.0+,45.57380454622932+,
26865474,52.47009016862503,13.28985053948842,26739134+,8.333333333333334+,2000.0+,74.50590574920645+,
268656340,52.62629623223846,13.2274211995396,268675693+30770298+30770328+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,1751.5739036861241+1286.5260932722035+1801.317542290674+,
26866506,52.50296612971443,13.352951586263261,26822978+31372375+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,93.5610754039218+78.78604579337437+,
26866513,52.50286865984694,13.349963931197381,26868548+716635536+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+53.0681949329757+,
268667345,52.500644703737706,13.720060844667074,268667347+54766096+59718240+,3.0+3.0+8.333333333333334+,1200.0+600.0+2000.0+,30.0+2509.8179902299853+1231.7001549657034+,
268667347,52.500530616700956,13.720060842799993,268667345+59718277+,3.0+8.333333333333334+,1200.0+2000.0+,30.0+1572.1946100409218+,
26866793,52.50565993059803,13.351870557824398,103553865+26822972+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,135.32854230389543+37.029408069511774+,
26866997,52.50950422658311,13.378138375877741,25663498+25664099+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,411.30746842676285+97.48805524222738+,
268674646,52.61106352693983,13.217316207209048,268675080+268675521+45381178+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,53.33423082972534+30.0+124.48205910737556+,
26867468,52.49440954744844,13.345791370285223,21487244+26867489+28977170+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,30.0+30.0+232.41269324130957+,
26867469,52.493215287890315,13.345044436460512,266593498+,8.333333333333334+,3253.0+,30.0+,
26867474,52.48901016682813,13.344855186365415,21487267+27786923+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+82.07420340268736+,
26867475,52.48903246278429,13.34509185929758,26867474+303069220+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+226.9641048097982+,
26867476,52.488898378010404,13.345092956873362,26867475+610198259+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+37.34681477917129+,
26867477,52.49321748604233,13.345294807457476,766878115+,8.333333333333334+,3369.0+,72.86942801933492+,
26867485,52.50006240283154,13.346173122873205,101480266+,8.333333333333334+,2574.4+,30.0+,
26867489,52.49420597116159,13.34569957744442,26867490+766878008+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+39.274768936705314+,
26867490,52.494210469023066,13.345954547946743,21487244+26867489+27784976+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,30.0+30.0+137.32938143390058+,
268675080,52.610728261509074,13.217853938849043,268675521+29551478+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,50.38914724092914+1007.4961840655701+,
268675521,52.611126718568926,13.217500686878108,268674646+268675693+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+93.40792622251304+,
268675693,52.611908232750025,13.217054152458028,268656340+268674646+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,1751.5739036861241+100.61319946349573+,
26867694,52.48555195946273,13.344894222601667,26867698+26867953+530812151+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,30.0+30.0+125.5587147241518+,
26867698,52.485442471897194,13.344894920645475,26867757+26867954+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,93.95543822982194+30.0+,
26867700,52.48671342745291,13.344902941484172,26867694+26867701+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,129.26114674631526+30.0+,
26867701,52.486732723805396,13.345130915374913,26867476+26867700+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,241.02680721683745+30.0+,
26867704,52.484520274654976,13.345210368267765,26867757+26867954+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+103.30253598520103+,
26867705,52.483594481182266,13.344999376882024,125560338+26867722+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,90.10970705988728+55.61139679942134+,
26867722,52.48402233011781,13.345384139587614,26867729+26867957+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+185.61049645391452+,
26867729,52.48412121823332,13.345485929476311,26867704+26867722+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,48.19538898133823+30.0+,
26867757,52.48459846757127,13.344928402307273,26867704+26867705+26867722+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+2000.0+,30.0+112.10279443723749+71.20360556413496+,
26867841,52.48249120599073,13.345083448239,125560338+26867842+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,33.271411687902415+30.0+,
26867842,52.48249100757186,13.344839276551808,26867841+26867844+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+188.29018951095975+,
26867843,52.48079729867269,13.345047023457719,26867841+26867844+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,188.52839203208865+30.0+,
26867844,52.48079919998011,13.344808351167897,267368242+26867843+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,46.60944162709054+30.0+,
26867953,52.485551258129306,13.34511559691582,26867694+26867701+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+131.48793727609583+,
26867954,52.485443070467795,13.345108195921226,26867698+26867953+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+30.0+,
26867957,52.48251019455819,13.346536680034797,27186874+,8.333333333333334+,1000.0+,142.03334263628054+,
26867958,52.48258098535541,13.346718460165956,26867729+26867957+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,190.7724480198202+30.0+,
26868052,52.506562729272964,13.289213642295813,26868054+26868105+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+87.83595294870702+,
26868054,52.506461540688264,13.289225939122495,26868052+26868056+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+127.78579320045552+,
26868056,52.506515722452896,13.291105622003263,26708408+731828391+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,110.76194700043807+30.0+,
26868064,52.50635007841208,13.285327689415068,26868065+666022388+,8.333333333333334+8.333333333333334+,2000.0+1230.9+,30.0+154.36226571372217+,
26868065,52.50642476990196,13.28533169024093,26868064+26868088+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+111.91301368813161+,
26868066,52.50639140481541,13.280493250943934,26868067+26868068+,8.333333333333334+8.333333333333334+,8000.0+6000.0+,30.0+66.4670549112842+,
26868067,52.50641390380251,13.28025347914714,16541471+26904678+,8.333333333333334+8.333333333333334+,2000.0+3000.0+,30.0+137.26346879358684+,
26868068,52.50695953834021,13.280794725789352,26868071+26868077+,8.333333333333334+8.333333333333334+,6000.0+2000.0+,66.34282527173892+30.0+,
26868071,52.50747147699663,13.281290777091233,26868079+79850855+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+30.0+,
26868077,52.5070080341883,13.280583851089911,26868067+26868068+,8.333333333333334+8.333333333333334+,6000.0+2000.0+,69.82703851365991+30.0+,
26868079,52.50757326776483,13.280928520874197,26868071+26868077+,8.333333333333334+8.333333333333334+,2000.0+6000.0+,30.0+67.11671852609297+,
26868087,52.50627269797697,13.283652282433042,26868064+,8.333333333333334+,1000.0+,114.09751086591812+,
26868088,52.506371386549965,13.28368598022873,26868066+26868087+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,217.32244973157515+30.0+,
26868105,52.5065188425599,13.287922191353863,26868065+,8.333333333333334+,1187.5+,176.22498119870332+,
26868106,52.5064264529891,13.287932388575774,26868054+,8.333333333333334+,2000.0+,87.92870588366864+,
26868108,52.50490278270331,13.294680679448257,26868109+,8.333333333333334+,1000.0+,201.6181470703356+,
26868109,52.50628122625489,13.294659805648926,26682475+26682484+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,46.799906318866874+189.68723942853416+,
26868547,52.50313203157415,13.349705965637119,195429557+20246267+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,48.07816402233944+30.0+,
26868548,52.50304063932577,13.35011821624517,195429478+26868547+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,47.12960218929954+30.0+,
26868594,52.49651467467391,13.288593940762222,26682600+,8.333333333333334+,4000.0+,83.8377195764616+,
26868595,52.49642388431925,13.288697927134846,26682610+,8.333333333333334+,2000.0+,74.27075938477003+,
26868597,52.50321445669066,13.281892833700866,26868599+,16.666666666666668+,3665.7+,133.95152111644606+,
26868599,52.5043050276793,13.282690160051198,458330+,16.666666666666668+,6000.0+,787.6259819287494+,
26869178,52.50609822386472,13.313858075333776,26704521+26762990+26869179+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+1000.0+,30.0+574.5181909011591+133.21795077339368+,
26869179,52.50598642404877,13.315811246821406,26704545+26762998+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+671.7954747765223+,
26869274,52.50945894232401,13.37647226842451,26869275+423090019+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,30.0+58.448617353202955+,
26869275,52.50928046242264,13.376499962161775,26822752+26869276+,8.333333333333334+8.333333333333334+,4000.0+1000.0+,30.0+106.3421149099375+,
26869276,52.50840065918944,13.376999389182485,26746043+26869277+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+80.1748193407172+,
26869277,52.507838418363875,13.377737593925351,25664274+262182102+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+133.72164047336014+,
26869278,52.50644746563596,13.379426274237462,26708009+26869279+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+204.78944888991526+,
26869279,52.505003417796175,13.381295432714516,26746339+632947480+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,45.52384333305204+99.53481730542657+,
26869281,52.49921992818269,13.388634682560754,26913850+,8.333333333333334+,3000.0+,138.0869093764386+,
26869287,52.51063860732629,13.376628170490594,25664322+26869274+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+132.09039661775438+,
26869288,52.5122473226379,13.376933962495869,26869287+430206552+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,180.23301326386965+30.0+,
26869633,52.511004500182004,13.37121870442222,21590987+26992493+281157438+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,30.0+280.6380427070642+393.5831626882397+,
