id,Latitude,Longitude,ToNde,Velocity,Capacity,Distance
615945412,52.58729972105818,13.326474510406602,29691792+615945425+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,547.6488700672091+30.0+,
615945425,52.58742090723747,13.32648401139509,615945364+615945412+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,141.7539660853631+30.0+,
615962681,52.516980935303714,13.259798335086554,27559633+615962684+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,162.14970889656587+30.0+,
615962684,52.516834353868155,13.25950146698855,27559636+615962681+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,67.92111642862685+30.0+,
615977971,52.53958944232818,13.201910945722778,615977974+95048690+,8.333333333333334+8.333333333333334+,2000.0+8000.0+,30.0+89.36893409853126+,
615977974,52.53946365546069,13.202088322939053,272738428+615977971+,8.333333333333334+8.333333333333334+,8000.0+2000.0+,57.48220075204081+30.0+,
61633111,52.49723477313208,13.291665596915525,26662373+61633113+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+30.0+,
61633113,52.49709818826769,13.29172478769426,26708467+61633111+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,176.40343683580892+30.0+,
616399150,52.57419729605577,13.312861165499609,142778783+,5.0+,1473.0+,61.24531365114251+,
61693468,52.534231392446266,13.556987333895764,29885309+29885319+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+474.0194817443838+,
61693476,52.533951009462236,13.559371152393354,29885007+29885309+61700605+,3.0+3.0+3.0+,600.0+600.0+600.0+,458.49329370921043+158.31568556240282+2069.2580841043728+,
61700605,52.515564725850446,13.55491796187236,330839180+557063848+61693476+,3.0+3.0+3.0+,600.0+600.0+600.0+,638.1120108203935+238.86016072254196+2069.2580841043728+,
617475602,52.50840972072118,13.351480150235812,26745282+,8.333333333333334+,1540.9+,255.21003374271953+,
617475605,52.50894846039014,13.351344175244318,617475602+,8.333333333333334+,3081.8+,60.66257431094488+,
61771103,52.55058923238578,13.413988815556278,29150075+,8.333333333333334+,2000.0+,322.044018342572+,
61771109,52.54868580630643,13.420662508153248,27484575+30304830+61771103+,3.0+3.0+8.333333333333334+,1200.0+600.0+1000.0+,30.0+449.33743946644427+501.2906038089824+,
617799299,52.57731334444802,13.296941068564127,26983753+617799300+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,35.64148208528268+30.0+,
617799300,52.577405134956585,13.296796186982267,27176662+617799299+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,130.55419562208425+30.0+,
618259635,52.46555493269937,13.31342092899947,26840972+,8.333333333333334+,2000.0+,42.2741818361726+,
619113369,52.411528507865384,13.386259866174026,325645557+619113370+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,63.8835497372573+30.0+,
619113370,52.41162589703912,13.386221572262446,30051646+619113369+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,447.0589101783324+30.0+,
619113373,52.41269263082438,13.393310369238717,30006292+619113374+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,48.401507794774346+30.0+,
619113374,52.412606640252555,13.393364861468422,619113373+619113375+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+144.74576857583352+,
619113375,52.41305687642678,13.395360337954646,26705020+619113376+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,162.74549858097484+30.0+,
619113376,52.41315176599973,13.395303846107177,619113373+619113375+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,144.96395423960675+30.0+,
619470120,52.473499973509924,13.33788242926346,26852177+300129003+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,502.05915559907385+30.0+,
619470643,52.473187313050694,13.337253596819217,26852178+300135043+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+122.03458231345428+,
619873852,52.42624212901926,13.546388460476365,36268387+36268429+613636433+,3.0+3.0+8.333333333333334+,1200.0+600.0+2000.0+,30.0+999.359834401175+110.34782180465146+,
620108043,52.53301558194701,13.156924650899487,33211746+620108045+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,166.9622630088197+30.0+,
620108045,52.5328873964497,13.156933047673915,33211720+620108043+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,67.48204473924999+30.0+,
620108047,52.533253390568355,13.166786110823091,33205353+620108050+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,173.89748182697346+30.0+,
620108050,52.53337637665211,13.166778313885297,59978146+620108047+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,34.49725827509091+30.0+,
620359833,52.54092194649835,13.619237716061537,29918194+29918556+95919670+,3.0+3.0+3.0+,600.0+600.0+600.0+,352.7797724881349+1234.1771494032764+1090.4091684435034+,
620823558,52.470672527034296,13.101367596794255,268130802+268132141+31944041+,8.333333333333334+8.333333333333334+8.333333333333334+,4000.0+4000.0+4000.0+,30.0+60.308284679008274+30.0+,
621219394,52.53609295723649,13.433210636946999,29266245+29269482+,8.333333333333334+8.333333333333334+,6000.0+2000.0+,30.0+668.2296603181474+,
622039438,52.49058488785546,13.360546093404635,27786187+,5.0+,1748.8+,30.144618813882424+,
623645898,52.41566090966508,13.40653388772712,623645905+623645917+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+219.07045773524908+,
623645905,52.415775397128556,13.406458698376017,31049221+623645898+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+30.0+,
623645917,52.41637041001511,13.409536851859855,26723193+623645919+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+30.0+,
623645919,52.41648489747844,13.409461662508285,623645905+623645917+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,219.06820113116675+30.0+,
623645936,52.41736887319205,13.413225341454748,28933016+623645937+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,32.35354280226394+30.0+,
623645937,52.41725428574029,13.413300530805222,623645936+623646912+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+234.8541328389737+,
623646910,52.41813016630517,13.41644428141904,623645936+623646912+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,234.84725533660557+30.0+,
623646912,52.41801557885287,13.41651957075842,26723196+623646910+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+30.0+,
623646913,52.41821755047736,13.417376674877747,623646915+623646939+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+378.4944161030399+,
623646915,52.41833213792897,13.417301485526641,28933018+623646913+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,39.53549717574922+30.0+,
623646935,52.41963005790078,13.422444411644681,623646915+623646939+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,378.746889248324+30.0+,
623646939,52.41945087753317,13.42256039517847,26723197+623646935+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,367.74368625252305+30.0+,
623697296,52.4235753784332,13.395753470785415,26704933+623697298+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,46.90719672445152+30.0+,
623697298,52.423643468881515,13.396039438808641,31036626+623697296+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,82.90524370536428+30.0+,
623719003,52.54812417832441,13.451016073817714,29420756+,8.333333333333334+,2000.0+,571.0207840497634+,
623724373,52.43706989207864,13.388299263609406,27556640+,8.333333333333334+,4099.6+,56.31830870525457+,
626616692,52.5352713666909,13.446493380885242,330433638+,8.333333333333334+,2000.0+,89.79565789042562+,
628053324,52.44950572254206,13.349998414271294,27433434+628053327+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+30.0+,
628053327,52.44941783273272,13.349966516466973,27433490+628053324+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,223.17045716429266+30.0+,
63033669,52.75552918104506,13.240872003624368,253355826+55389623+63042385+63043209+,8.333333333333334+8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+1000.0+2000.0+,4226.013066497501+370.64352099285634+141.11957897960608+1007.6724548314431+,
63034375,52.74453993370921,13.255364321899085,201813360+63053384+736827974+836316907+,3.0+8.333333333333334+8.333333333333334+3.0+,1200.0+1000.0+2000.0+600.0+,50.168040331643766+465.6458233815889+41.6709164473811+1430.9332698533617+,
63034409,52.783715138057815,13.388063939421995,63046791+63056960+821879003+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,376.80795618382655+4892.411392658678+3309.2557445090883+,
63037664,52.767071724699996,13.325685822141601,63050195+63052914+63056960+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,162.5340145840866+3643.8414994483837+128.67833532658034+,
63039227,52.743606531268206,13.225795549927463,63046208+63056829+63056829+,3.0+3.0+3.0+,600.0+1200.0+1200.0+,807.7008236480533+43.81627012967106+36.43482294730853+,
63041948,52.739725482764506,13.208681174909216,243587806+243595998+32560408+,3.0+3.0+8.333333333333334+,600.0+1200.0+1000.0+,231.17865002820434+30.0+386.0406501454595+,
63042385,52.75460707658349,13.242268724649936,736827974+,8.333333333333334+,1000.0+,1390.7061199162233+,
63043209,52.75848125482236,13.25497831193109,201813360+63033669+63050195+,3.0+8.333333333333334+8.333333333333334+,600.0+2000.0+2000.0+,1515.6356156251154+1007.6724548314431+4937.687239938995+,
63044053,52.74528363627198,13.19578367544959,63052197+,3.0+,600.0+,1223.54234939653+,
63046208,52.7447562243074,13.237591196134225,55389623+63039227+830422845+,8.333333333333334+3.0+8.333333333333334+,1000.0+600.0+1000.0+,993.5919730629132+807.7008236480533+1392.4075282700446+,
63046564,52.790798914108166,13.235750422534172,253355826+32561587+90514969+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+1000.0+,30.0+220.40601304505213+419.33063467434755+,
63046791,52.78489287123087,13.39328415111215,30083308+338703361+63034409+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,10047.801305832334+6278.235213693704+376.80795618382655+,
63048703,52.741823714477704,13.21333496990717,63049622+63052197+63056829+,3.0+3.0+3.0+,1200.0+1200.0+600.0+,58.382480083686445+30.037490657327055+843.8714518525528+,
63049622,52.741673034892344,13.21282412674905,243595998+63048703+63052197+,3.0+3.0+3.0+,600.0+1200.0+1200.0+,357.1027057870251+58.382480083686445+30.0+,
63050195,52.76779075597136,13.323687367621702,63037664+63043209+63056960+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,162.5340145840866+4937.687239938995+124.4420009652204+,
63051729,52.750189963295576,13.198308568153555,270783241+55389844+63053164+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+2000.0+,95.02720022758407+2063.2983824906696+366.12753607733237+,
63052197,52.7419019081348,13.212946416546059,63044053+63048703+63049622+,3.0+3.0+3.0+,600.0+1200.0+1200.0+,1223.54234939653+30.037490657327055+30.0+,
63052914,52.75508568532429,13.372402268929823,220469609+63037664+63056955+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+2000.0+,3889.797129693873+3643.8414994483837+250.94078176015765+,
63053164,52.74841869380774,13.193766865868616,33698931+63051729+670437412+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+1000.0+,1507.553308771451+366.12753607733237+138.3560301498341+,
63053384,52.74198888915913,13.26060986603023,220469330+63034375+90567758+,8.333333333333334+8.333333333333334+3.0+,1000.0+1000.0+600.0+,6851.168133274304+465.6458233815889+3606.28953493891+,
63056829,52.74362683146083,13.22541129504547,63039227+63039227+63048703+,3.0+3.0+3.0+,1200.0+1200.0+600.0+,43.81627012967106+36.43482294730853+843.8714518525528+,
63056955,52.75520734784894,13.376113038576383,63052914+821878993+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,250.94078176015765+30.0+,
63056960,52.76821279724597,13.325378377884046,63034409+63037664+63050195+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,4892.411392658678+128.67833532658034+124.4420009652204+,
631457492,52.50743290661515,13.450040597331457,29785114+52781471+,8.333333333333334+8.333333333333334+,4000.0+1000.0+,30.0+255.66528828578032+,
631457503,52.508508381317576,13.450535558103871,29785111+631457492+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+124.33244395500773+,
631795930,52.452074276366965,13.421546764650037,426583142+631795931+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,148.22260548808524+30.0+,
631795931,52.452204461601504,13.42154226737635,272017573+631795930+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,56.29170082010331+30.0+,
632243488,52.54545259222677,13.184117813366152,33205419+632243489+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,87.91904397168935+30.0+,
632243489,52.545439192693706,13.184279794331404,33017633+632243488+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,206.8870043796812+30.0+,
632243504,52.54953560225658,13.172808697556137,33017635+632243505+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,832.9113788566272+30.0+,
632243505,52.54969238404745,13.17287089308811,33206974+632243504+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,74.07511883598283+30.0+,
63259693,52.49833467333276,13.272210672413047,484282+,16.666666666666668+,6000.0+,3582.8430049917733+,
63259699,52.4983007760713,13.27238335179871,268951075+,10.0+,3000.0+,253.45910418506838+,
63259702,52.49827127814398,13.272581828268397,458361+,10.0+,1666.5+,163.74009155016188+,
63259710,52.49783333302806,13.271784513172708,63259699+,16.666666666666668+,8000.0+,66.03351671312492+,
632947478,52.50436268389528,13.382347699690888,26746339+26765334+632947480+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+2000.0+,71.40007241428958+300.68496158786564+30.0+,
632947480,52.50431698983611,13.382229712600015,26746326+29209077+632947478+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+2000.0+,457.78683685355014+139.73784408218643+30.0+,
635777523,52.508504850626196,13.519209788245398,29806609+587656940+,8.333333333333334+8.333333333333334+,2000.0+6000.0+,134.30466104292594+73.73174773056347+,
635777899,52.50766724484364,13.519360356707926,21432576+635777523+,8.333333333333334+8.333333333333334+,2000.0+6000.0+,221.94662376719495+93.78591350696057+,
637546671,52.5107362999694,13.518753678651077,12614629+,5.0+,1975.4+,40.78317658100567+,
638946910,52.39888151912153,13.406181644529273,26704947+638946911+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,53.66649923787425+30.0+,
638946911,52.398887716405,13.406499507822438,443549316+638946910+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,563.6073860292333+30.0+,
640500986,52.51057111399145,13.392522325059106,25663747+,8.333333333333334+,3339.2+,57.59491557787213+,
64660596,52.647861227177266,13.56691448663757,335376891+41240283+64660869+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+1000.0+2000.0+,407.44635020426233+607.3934941448+408.57485584099385+,
64660869,52.65120563203805,13.569402653368721,267924279+41240507+64660596+,10.0+8.333333333333334+8.333333333333334+,3000.0+2000.0+2000.0+,175.82690063767876+2202.5924772413464+408.57485584099385+,
648240475,52.41560345596429,13.400254714155508,648240477+,8.333333333333334+,3333.6+,83.96449466367045+,
648240477,52.41489333403527,13.40067155383483,26704940+648240478+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,51.52611987851717+30.0+,
648240478,52.41496042474819,13.400933824589771,443551458+648240477+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,180.92092010597617+30.0+,
64964302,52.39552548739931,13.267255773683779,27490986+27491016+64979199+,8.333333333333334+3.0+8.333333333333334+,1000.0+600.0+1000.0+,555.7083536347618+600.8988665062928+2095.1150848223187+,
64979199,52.377201804616405,13.261912377110788,64964302+64996357+75441756+,8.333333333333334+3.0+8.333333333333334+,1000.0+600.0+1000.0+,2095.1150848223187+1058.2645636594884+2030.429423938614+,
64979258,52.3572136296283,13.269254384239412,64982207+75441624+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,1064.34624374589+30.0+,
64982207,52.34847038342224,13.275510910523337,254156535+37988778+64979258+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,876.3950285993183+1964.414071688992+1064.34624374589+,
64996341,52.381490807410266,13.247895973132763,27490950+64996357+,3.0+3.0+,600.0+1200.0+,1748.3996325112203+74.15648082780568+,
64996357,52.38122243614439,13.24817063672074,64979199+64996341+,3.0+3.0+,600.0+1200.0+,1058.2645636594884+44.93336551040752+,
65052144,52.44254853899255,13.456403963179643,21537858+34967084+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,326.9344703711461+30.0+,
650707241,52.42932876005372,13.453443783459921,650711273+,8.333333333333334+,1000.0+,197.30624908098645+,
650707277,52.430348429222725,13.455817325584317,248642509+650711273+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,190.9993589925661+30.0+,
650707283,52.43076697454677,13.456946501779475,650707277+,8.333333333333334+,2000.0+,89.8325811517003+,
650707286,52.430699081694165,13.457036890161152,26723208+650707283+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+30.0+,
650711273,52.43026713791237,13.45590461409947,650707286+,8.333333333333334+,2000.0+,90.79382290363222+,
650805510,52.426525798806935,13.466131366022923,138507619+650805513+,3.0+3.0+,600.0+1200.0+,628.4457353614293+30.0+,
650805513,52.426469404601136,13.466229253731164,650805510+650805546+,3.0+3.0+,1200.0+600.0+,30.0+125.4125532827942+,
650805543,52.42730680181702,13.467439727546147,650805510+650805546+,3.0+3.0+,600.0+1200.0+,124.4080247975747+30.0+,
650805546,52.427253107202084,13.467553913411072,138628551+650805543+,3.0+3.0+,1200.0+1200.0+,46.90977163593665+30.0+,
651832991,52.45250093909426,13.435602742441228,29122659+651832992+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,176.72943947734427+30.0+,
651832992,52.4524084495541,13.435610739950244,35107209+651832991+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,193.54963711150666+30.0+,
652987773,52.550886691538,13.430907055969664,16541702+,8.333333333333334+,6000.0+,48.99317227754016+,
653553820,52.56029984871336,13.458436318611263,282272388+29779124+,8.333333333333334+8.333333333333334+,3000.0+1000.0+,110.17437976429733+286.25373616031817+,
653568494,52.56177400340158,13.454928751048342,29778885+29778886+,8.333333333333334+8.333333333333334+,6000.0+1000.0+,47.52446013077294+174.8527713257987+,
654356117,52.513077915332886,13.331928398848275,252864802+654356118+,8.333333333333334+8.333333333333334+,2000.0+4000.0+,253.52252967534938+30.0+,
654356118,52.51322039932245,13.331901104463265,21668930+654356117+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,30.0+30.0+,
654381313,52.51178752301369,13.322379484591785,21487146+,8.333333333333334+,2363.8+,30.0+,
654381390,52.513192864868074,13.322146935745995,21487144+,8.333333333333334+,2000.0+,30.0+,
654574349,52.55316672683109,13.479414161227869,29420775+30625206+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,805.3770467734283+30.0+,
658953128,52.528297206126666,13.454858491515644,658953131+,8.333333333333334+,3198.0+,85.06048156166422+,
658953131,52.527925255272514,13.453764312233,658953132+,8.333333333333334+,3198.0+,30.0+,
658953132,52.527833868155184,13.453367356765376,29784556+,8.333333333333334+,1599.0+,193.7891288787327+,
659008592,52.45155118691467,13.334832007063435,26907218+,8.333333333333334+,1156.6+,209.87311948706898+,
659664826,52.503196338663315,13.410358429914112,287447525+29216576+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,30.0+598.3301583504609+,
660440610,52.49792634659809,13.393130238974713,26936194+,8.333333333333334+,3025.4+,84.9748265414423+,
661095582,52.50941165044845,13.518755256224303,29806596+661095658+,8.333333333333334+8.333333333333334+,6000.0+2000.0+,30.0+30.0+,
661095595,52.50965812217187,13.518799355244736,587656930+587656935+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+30.0+,
661095658,52.509393950550354,13.519060620486101,587656915+587656943+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,30.0+30.0+,
661095731,52.50961052565462,13.51910721871434,587656932+587656947+,8.333333333333334+8.333333333333334+,6000.0+6000.0+,30.0+30.0+,
661095754,52.50964512235677,13.519006031039272,385384033+661095595+,8.333333333333334+8.333333333333334+,6000.0+2000.0+,30.0+30.0+,
662034257,52.48263595027933,13.525527721309222,21432569+601196479+,8.333333333333334+8.333333333333334+,4000.0+2000.0+,71.81613542606102+30.0+,
662197007,52.404715520049294,13.555373661192863,27386085+,8.333333333333334+,2000.0+,263.70188704000566+,
662819012,52.50419373254169,13.52046836981249,587660097+,5.0+,1975.4+,41.63534796899793+,
663346731,52.441795716154616,13.56972701400592,150731280+21483449+294153466+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,296.5738276583028+3557.756267680359+737.0063329768989+,
66376082,52.55505141864014,13.57450414769189,51595507+66376479+79391356+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+1000.0+,577.2059112717824+30.0+1419.8055642969982+,
66376479,52.55495752946448,13.574478349119058,29885024+66376082+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,852.1261663653371+30.0+,
663838741,52.5336505206351,13.388077234905555,26751889+,5.0+,2400.0+,230.9042811799203+,
66387259,52.53056831384503,13.620661678743625,296389994+29918556+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,263.50769272202143+30.0+,
66396790,52.548429455156686,13.593142272071528,29918195+,8.333333333333334+,2000.0+,30.0+,
663977268,52.4648908133599,13.328232100581454,26627346+27374454+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,30.0+30.0+,
66398850,52.549425977294604,13.587443050705483,29916387+29916390+79359151+,3.0+8.333333333333334+8.333333333333334+,1200.0+1000.0+1000.0+,36.75124300984896+152.66506574898617+3140.3897210087443+,
664001597,52.5159008064448,13.44024577751868,28373646+29271392+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,237.04341505753015+121.97893561861144+,
664585395,52.50246152255169,13.394521654831566,664588442+,5.0+,645.9+,131.0334969118301+,
664588442,52.501315854991,13.3941611771302,29210923+,5.0+,645.9+,291.8903485835637+,
665725993,52.433716779558935,13.498320456370996,206191823+,8.333333333333334+,4000.0+,30.0+,
666022388,52.506421355718985,13.287597827298661,26868106+,8.333333333333334+,2461.8+,30.0+,
66616613,52.34470462725076,13.445969825770966,321212222+66616629+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,283.8143227313739+265.76560308835224+,
66616629,52.34692428314178,13.44465461521454,361488946+,8.333333333333334+,2000.0+,1572.6810051121488+,
66616874,52.36917988984897,13.422909006265751,26705013+,8.333333333333334+,2000.0+,842.605366290193+,
66616882,52.36710861593446,13.424397599054252,29561062+66616874+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,313.0711557851946+251.82905003467584+,
66617006,52.34809766514224,13.442206118240323,259964533+66617029+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,146.7271145832511+279.27980137105124+,
66617029,52.34634954592935,13.445061758454491,66617258+,8.333333333333334+,2000.0+,3443.340293833406+,
66617258,52.316930468162994,13.448745638935263,60599338+66617297+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,380.007554761522+435.1281610025948+,
66617297,52.3132092014032,13.447151160992275,26808287+,8.333333333333334+,2000.0+,424.8298333579682+,
66617343,52.34673450034619,13.4453494316301,259967017+60596823+,3.0+8.333333333333334+,600.0+2000.0+,164.58097177328983+78.7708838723739+,
666778400,52.46433287970776,13.2965543632252,26848552+,8.333333333333334+,2000.0+,30.0+,
670437412,52.74735740760334,13.194777129398728,32560626+63053164+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,162.14158976082484+138.3560301498341+,
671052569,52.53552927994528,13.376642594409292,26703754+29025741+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,714.7345223275383+60.922913373184485+,
671977972,52.53961918930344,13.539514653182817,29858035+29858128+,8.333333333333334+8.333333333333334+,2000.0+1000.0+,108.27050105066766+233.51579653291662+,
672520487,52.505861403836754,13.36816917031199,26746095+26746142+,8.333333333333334+8.333333333333334+,4000.0+4000.0+,30.0+30.0+,
672907911,52.52835309855834,13.376088735932095,539005011+,8.333333333333334+,2576.8+,42.609155491800514+,
673035739,52.53718559588625,13.3603031195445,26724468+26724473+26756610+,8.333333333333334+8.333333333333334+8.333333333333334+,8000.0+8000.0+1000.0+,30.0+30.0+1130.8825875451175+,
673422435,52.79226098028687,13.16944817803539,204105545+54022970+673422438+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+2000.0+,4200.059924754195+40.57349576142312+35.61432824973531+,
673422438,52.79202970889937,13.169083316452472,33698931+54022970+673422435+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+2000.0+2000.0+,5382.881658998263+34.00665843847037+35.61432824973531+,
673868399,52.529374662023166,13.37931157932303,26703752+26703754+26748919+,8.333333333333334+8.333333333333334+3.0+,2000.0+1000.0+600.0+,65.09542483215697+277.2288744647756+152.5642087439048+,
674097141,52.540524260998446,13.369043162140095,26749240+,8.333333333333334+,1425.0+,110.7135295123638+,
675111598,52.43455316371185,13.501640985531177,35215913+,3.0+,1200.0+,90.85079734299683+,
675111961,52.42966026406703,13.510552970710735,456893966+675111598+,3.0+3.0+,600.0+600.0+,166.29467741355916+822.7880544211262+,
675503714,52.59923223197044,13.300643518140992,30437293+746585461+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,547.1933011091505+296.02534277157304+,
675602656,52.52215940666277,13.328351270034492,267980715+267980716+26903229+,8.333333333333334+8.333333333333334+8.333333333333334+,2000.0+2000.0+2000.0+,30.0+49.77686612266816+46.523977268705735+,
676410917,52.536633163511695,13.375236776495193,26748289+29025741+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,80.35188967104776+96.41326983518609+,
676423319,52.54037097450162,13.369656588299433,30736705+,8.333333333333334+,2786.4+,98.95762911190378+,
677030284,52.537866545797556,13.324733560217199,16541581+,16.666666666666668+,4661.577777777777+,45.65099195876228+,
677188073,52.522514303581154,13.41677131436597,21432799+,5.0+,820.6+,42.34678350843316+,
677188145,52.52271927928234,13.416931699238226,677188073+,5.0+,820.6+,30.0+,
677228675,52.55707400222036,13.428789607176146,29420114+,8.333333333333334+,2991.4+,92.90174961042132+,
677229058,52.54065145508598,13.367703319866346,26725952+,8.333333333333334+,2164.4+,53.56784721246765+,
677229059,52.54067235294686,13.367666524496112,26750778+,8.333333333333334+,2342.0+,30.0+,
678884838,52.49646490666492,13.331280088753166,197381698+254336400+,8.333333333333334+8.333333333333334+,2000.0+2000.0+,38.268091851213796+30.0+,
678885547,52.496371920127466,13.33082673974274,26761221+26762955+,8.333333333333334+8.333333333333334+,1000.0+2000.0+,435.30762858742713+32.85793013934861+,
679418848,52.53501754729508,13.328183010772767,26881978+,8.333333333333334+,1111.3+,105.76257683049886+,
679651384,52.38627356347217,13.56392356467971,27378849+,16.666666666666668+,6000.0+,1682.4170498316425+,
67965516,52.299749086929225,13.454357502417388,278265428+278265858+,3.0+8.333333333333334+,1200.0+4000.0+,32.461552411191214+30.0+,
679966461,52.462450801429966,13.436714181859529,27544575+,16.666666666666668+,4826.150000000001+,113.23809891404767+,
679966463,52.46248859496152,13.437058642559625,27543311+,16.666666666666668+,9717.6+,30.0+,
681294518,52.44471059788271,13.567631005470316,150731280+,8.333333333333334+,2000.0+,114.85125923099828+,
681323998,52.43673830291433,13.503630091593449,412543167+412543168+,5.0+3.0+,602.3+1200.0+,267.38936288900777+30.0+,
68285686,52.215028450086336,12.89610720218221,98726115+,8.333333333333334+,2000.0+,489.16728618867876+,
683649071,52.371068839781195,13.540176062232845,260790647+,3.0+,600.0+,504.04738968186746+,
68435087,52.61521869899016,13.444738744340432,68435104+76652370+,8.333333333333334+8.333333333333334+,1000.0+1000.0+,398.52149286617237+166.76686631411175+,
68435104,52.61787417273859,13.448661333527705,68435087+76647303+97955183+,8.333333333333334+8.333333333333334+8.333333333333334+,1000.0+1000.0+1000.0+,398.52149286617237+1635.6437326142884+1489.5992224561678+,
